StockCode,GrossRevenue,UnitsSold,SalesLines,SalesOrders,Description,ProductCategory,CommercialProduct,RevenueShare
21156,17487.36,9391,959,930,RETROSPOT CHILDRENS APRON,Merchandise,True,0.08366025315839386
84467,17477.66,816,83,83,ENGLISH ROSE DESIGN QUILTED THROW,Merchandise,True,0.08361384795740089
84992,17440.21,35109,1529,1460,72 SWEETHEART FAIRY CAKE CASES,Merchandise,True,0.08343468560923731
22366,17423.17,2561,577,568,DOORMAT AIRMAIL ,Merchandise,True,0.08335316554481254
84970L,17359.49,17561,1107,1080,SINGLE HEART ZINC T-LIGHT HOLDER,Merchandise,True,0.08304851779231437
22652,17237.23,10146,872,830,TRAVEL SEWING KIT,Merchandise,True,0.08246362089814938
35004C,17027.23,3280,365,355,SET OF 3 COLOURED  FLYING DUCKS,Merchandise,True,0.08145897221685826
23240,17000.17,4177,546,536,SET OF 4 KNICK KNACK TINS DOILY ,Merchandise,True,0.08132951605821188
21535,16842.1,6778,1134,1111,RED RETROSPOT SMALL MILK JUG,Merchandise,True,0.08057330264368007
21533,16814.37,3385,973,954,RETRO SPOT LARGE MILK JUG,Merchandise,True,0.08044064117733625
21164,16812.300000000003,6040,736,721,HOME SWEET HOME METAL SIGN ,Merchandise,True,0.08043073821176355
72760B,16569.55,1714,503,494,VINTAGE CREAM 3 BASKET CAKE STAND,Merchandise,True,0.07926941217660441
22487,16549.399999999998,1645,909,898,WHITE WOOD GARDEN PLANT LADDER,Merchandise,True,0.07917301374361385
22993,16478.48,12649,1090,1073,SET OF 4 PANTRY JELLY MOULDS,Merchandise,True,0.07883372953181784
21155,16475.41,6726,988,969,RED RETROSPOT PEG BAG,Merchandise,True,0.07881904252490562
84375,16463.22,7889,835,796,SET OF 20 KIDS COOKIE CUTTERS,Merchandise,True,0.07876072506097735
22191,16454.05,1995,635,620,IVORY DINER WALL CLOCK,Merchandise,True,0.0787168554018943
22662,16368.31,10037,1022,994,LUNCH BAG DOLLY GIRL DESIGN,Merchandise,True,0.07830667169744716
23301,16327.35,8807,920,913,GARDENERS KNEELING PAD KEEP CALM ,Merchandise,True,0.07811071736418201
22193,16296.48,1931,630,617,RED DINER WALL CLOCK,Merchandise,True,0.07796303400803221
22296,16260.51,9855,872,833,HEART IVORY TRELLIS LARGE,Merchandise,True,0.07779095204105108
22634,16223.5,1717,516,499,CHILDS BREAKFAST SET SPACEBOY ,Merchandise,True,0.07761389467107686
22619,16212.32,4154,740,708,SET OF 6 SOLDIER SKITTLES,Merchandise,True,0.07756040908890147
22759,16176.039999999999,9523,838,795,SET OF 3 NOTEBOOKS IN PARCEL,Merchandise,True,0.07738684406910508
22635,16093.99,1689,505,485,CHILDS BREAKFAST SET DOLLY GIRL ,Merchandise,True,0.07699431347720063
21877,16083.97,14154,772,755,HOME SWEET HOME MUG,Merchandise,True,0.07694637738297902
22367,16060.91,8153,1184,1156,CHILDRENS APRON SPACEBOY DESIGN,Merchandise,True,0.07683605738969058
22692,16024.84,2139,609,606,DOORMAT WELCOME TO OUR HOME,Merchandise,True,0.07666349701857549
22940,16009.289999999999,3653,637,586,FELTCRAFT CHRISTMAS FAIRY,Merchandise,True,0.07658910517574655
22690,15922.33,2540,444,437,DOORMAT HOME SWEET HOME BLUE ,Merchandise,True,0.07617308494086525
22333,15865.82,10165,715,697,RETROSPOT PARTY BAG + STICKER SET,Merchandise,True,0.07590273876477115
22170,15800.66,2406,583,575,PICTURE FRAME WOOD TRIPLE PORTRAIT,Merchandise,True,0.07559101063109054
23313,15798.66,2990,408,401,VINTAGE CHRISTMAS BUNTING,Merchandise,True,0.07558144254841158
22173,15768.95,5137,1032,997,METAL 4 HOOK HANGER FRENCH CHATEAU,Merchandise,True,0.07543930868021559
22909,15760.83,17684,1173,1086,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Merchandise,True,0.07540046226453899
22749,15729.83,3855,722,685,FELTCRAFT PRINCESS CHARLOTTE DOLL,Merchandise,True,0.07525215698301507
21094,15723.119999999999,20160,1006,984,SET/6 RED SPOTTY PAPER PLATES,Merchandise,True,0.07522005606562715
21891,15713.0,12249,884,835,TRADITIONAL WOODEN SKIPPING ROPE,Merchandise,True,0.0751716415672716
84378,15567.38,11761,1292,1248,SET OF 3 HEART COOKIE CUTTERS,Merchandise,True,0.07447498946741632
22730,15534.04,3868,782,746,ALARM CLOCK BAKELIKE IVORY,Merchandise,True,0.07431548952915801
21844,15518.320000000002,5430,506,494,RED RETROSPOT MUG,Merchandise,True,0.07424028439930137
22365,15503.93,2355,455,443,DOORMAT RESPECTABLE HOUSE,Merchandise,True,0.07417144204442622
22946,15451.32,990,285,275,WOODEN ADVENT CALENDAR CREAM,Merchandise,True,0.0739197536295561
85232B,15436.48,3082,552,539,SET/3 RUSSIAN DOLL STACKING TINS,Merchandise,True,0.07384875845607819
82582,15426.070000000002,7620,824,796,AREA PATROLLED METAL SIGN,Merchandise,True,0.0737989565857342
84050,15419.17,10514,744,715,PINK HEART SHAPE EGG FRYING PAN,Merchandise,True,0.07376594670049177
21165,15351.35,9445,1006,966,BEWARE OF THE CAT METAL SIGN ,Merchandise,True,0.07344149301684814
21975,15330.25,31481,1341,1303,PACK OF 60 DINOSAUR CAKE CASES,Merchandise,True,0.07334054974458508
21122,15280.06,12601,830,807,SET/10 PINK POLKADOT PARTY CANDLES,Merchandise,True,0.07310043870975651
35970,15177.83,8400,711,692,ZINC FOLKART SLEIGH BELLS,Merchandise,True,0.07261136616362132
22179,14953.75,2093,587,566,SET 10 LIGHTS NIGHT OWL,Merchandise,True,0.07153935818027032
17003,14948.75,71394,475,456,BROCADE RING PURSE ,Merchandise,True,0.07151543797357293
21912,14934.74,3791,849,828,VINTAGE SNAKES & LADDERS,Merchandise,True,0.07144841355440679
22606,14913.84,1071,379,374,WOODEN SKITTLES GARDEN SET,Merchandise,True,0.07134842709041163
21770,14807.300000000001,2991,652,651,OPEN CLOSED METAL SIGN,Merchandise,True,0.07083873532610328
22150,14800.449999999999,7948,986,938,3 STRIPEY MICE FELTCRAFT,Merchandise,True,0.07080596464292782
22485,14779.84,1109,423,419,SET OF 2 WOODEN MARKET CRATES,Merchandise,True,0.07070736555092112
21380,14643.480000000001,5047,663,651,WOODEN HAPPY BIRTHDAY GARLAND,Merchandise,True,0.07005501367386943
21672,14479.91,11172,834,815,WHITE SPOT RED CERAMIC DRAWER KNOB,Merchandise,True,0.06927248803197045
21259,14456.980000000001,2395,680,655,VICTORIAN SEWING BOX SMALL ,Merchandise,True,0.06916278996405614
21257,14434.18,1587,551,532,VICTORIAN SEWING BOX MEDIUM,Merchandise,True,0.06905371382151597
22804,14414.08,5377,703,670,CANDLEHOLDER PINK HANGING HEART,Merchandise,True,0.06895755459059238
21169,14397.69,8924,806,772,YOU'RE CONFUSING ME METAL SIGN ,Merchandise,True,0.0688791441530383
22627,14356.68,1634,669,653,MINT KITCHEN SCALES,Merchandise,True,0.06868295061770616
84380,14329.029999999999,10533,1146,1114,SET OF 3 BUTTERFLY COOKIE CUTTERS,Merchandise,True,0.06855067187466948
20748,14317.98,1604,187,183,KENSINGTON COFFEE SET,Merchandise,True,0.06849780821786822
22444,14229.9,10416,470,453,GROW YOUR OWN PLANT IN A CAN ,Merchandise,True,0.0680764298566867
22109,14197.68,3431,670,642,FULL ENGLISH BREAKFAST PLATE,Merchandise,True,0.06792228804472861
23200,14188.960000000001,7067,598,595,JUMBO BAG PEARS,Merchandise,True,0.06788057120424834
21098,14174.210000000001,9007,654,596,CHRISTMAS TOILET ROLL,Merchandise,True,0.06781000659449099
22271,14156.300000000001,4945,809,787,FELTCRAFT DOLL ROSIE,Merchandise,True,0.06772432441410087
21888,14152.84,3581,853,825,BINGO SET,Merchandise,True,0.06770777163106627
22236,14109.669999999998,1140,423,421,CAKE STAND 3 TIER MAGIC GARDEN,Merchandise,True,0.06750124456644084
22295,14108.2,8547,741,706,HEART FILIGREE DOVE LARGE,Merchandise,True,0.06749421202567182
22667,14014.100000000002,4990,889,848,RECIPE BOX RETROSPOT ,Merchandise,True,0.06704403373562662
35400,13999.1,1435,423,419,WOODEN BOX ADVENT CALENDAR ,Merchandise,True,0.06697227311553439
23343,13972.710000000001,6078,486,476,JUMBO BAG VINTAGE CHRISTMAS ,Merchandise,True,0.06684602226458548
21669,13971.07,10669,830,805,BLUE STRIPE CERAMIC DRAWER KNOB,Merchandise,True,0.06683817643678873
21668,13958.039999999999,10391,839,825,RED STRIPE CERAMIC DRAWER KNOB,Merchandise,True,0.06677584037813528
21871,13900.51,11654,815,779,SAVE THE PLANET MUG,Merchandise,True,0.06650061447987492
22621,13847.06,8764,902,875,TRADITIONAL KNITTING NANCY,Merchandise,True,0.06624490747027963
79323P,13787.93,2281,266,265,PINK CHERRY LIGHTS,Merchandise,True,0.0659620271058761
21539,13769.44,2767,732,709,RED RETROSPOT BUTTER DISH,Merchandise,True,0.06587357018150909
22636,13761.73,1657,506,489,CHILDS BREAKFAST SET CIRCUS PARADE,Merchandise,True,0.06583668522278169
22846,13750.369999999999,855,357,346,BREAD BIN DINER STYLE RED ,Merchandise,True,0.06578233851316517
22207,13715.91,3185,495,480,FRYING PAN UNION FLAG,Merchandise,True,0.06561748044860664
23077,13695.77,10395,344,344,DOUGHNUT LIP GLOSS ,Merchandise,True,0.0655211298560295
47556B,13691.02,5201,452,449,TEA TIME TEA TOWELS ,Merchandise,True,0.06549840565966696
C2,13676.0,273,272,267,CARRIAGE,Merchandise,True,0.06542654935874793
21390,13590.47,10967,607,588,FILIGRIS HEART WITH BUTTERFLY,Merchandise,True,0.0650173703029821
22198,13580.83,7793,690,646,LARGE POPCORN HOLDER ,Merchandise,True,0.0649712521444695
22838,13519.36,936,281,271,3 TIER CAKE TIN RED AND CREAM,Merchandise,True,0.06467717712333157
21673,13497.51,10221,781,763,WHITE SPOT BLUE CERAMIC DRAWER KNOB,Merchandise,True,0.0645726458200639
22584,13427.79,5271,606,589,PACK OF 6 PANNETONE GIFT BOXES,Merchandise,True,0.06423910245787526
22553,13405.51,8009,1148,1090,PLASTERS IN TIN SKULLS,Merchandise,True,0.06413251401683161
21935,13353.81,7209,948,921,SUKI  SHOULDER BAG,Merchandise,True,0.06388517907958043
21704,13343.35,17299,587,568,BAG 250g SWIRLY MARBLES,Merchandise,True,0.06383513800716945
23356,13334.32,2359,486,476,LOVE HOT WATER BOTTLE,Merchandise,True,0.06379193811387393
23207,13325.55,7830,756,740,LUNCH BAG ALPHABET DESIGN,Merchandise,True,0.06374998207132666
23108,13290.52,2219,373,372,SET OF 10 LED DOLLY LIGHTS,Merchandise,True,0.06358239710320464
20676,13279.16,10620,986,966,RED RETROSPOT BOWL,Merchandise,True,0.06352805039358814
22580,13277.720000000001,2338,507,495,ADVENT CALENDAR GINGHAM SACK,Merchandise,True,0.06352116137405929
23328,13269.49,2841,409,405,SET 6 SCHOOL MILK BOTTLES IN CRATE,Merchandise,True,0.06348178871383534
15044A,13210.85,4964,250,250,PINK PAPER PARASOL ,Merchandise,True,0.06320125252968815
75049L,13156.31,13969,353,344,LARGE CIRCULAR MIRROR MOBILE,Merchandise,True,0.06294033091503283
22646,13151.21,9253,920,880,CERAMIC STRAWBERRY CAKE MONEY BANK,Merchandise,True,0.06291593230420148
21906,13143.550000000001,1813,440,424,PHARMACIE FIRST AID TIN,Merchandise,True,0.06287928654754106
22655,13140.0,77,54,53,VINTAGE RED KITCHEN CABINET,Merchandise,True,0.0628623032007859
22464,13129.58,7922,806,784,HANGING METAL HEART LANTERN,Merchandise,True,0.06281245349002851
22947,13111.85,1026,222,209,WOODEN ADVENT CALENDAR RED,Merchandise,True,0.06272763243707949
22088,13103.44,4407,632,619,PAPER BUNTING COLOURED LACE,Merchandise,True,0.06268739864941446
22766,13094.44,4436,664,640,PHOTO FRAME CORNICE,Merchandise,True,0.06264434227735913
84988,13059.199999999999,8393,1036,1019,SET OF 72 PINK HEART PAPER DOILIES,Merchandise,True,0.0624757526605558
22144,12994.69,5368,767,704,CHRISTMAS CRAFT LITTLE FRIENDS,Merchandise,True,0.062167134153745855
22834,12879.75,7641,672,597,HAND WARMER BABUSHKA DESIGN,Merchandise,True,0.06161725644218585
22943,12783.82,2601,389,356,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,Merchandise,True,0.06115832335648941
22616,12747.23,40106,871,825,PACK OF 12 LONDON TISSUES ,Merchandise,True,0.06098327528387778
22303,12701.630000000001,5439,541,540,COFFEE MUG APPLES DESIGN,Merchandise,True,0.06076512299879744
22623,12665.58,2353,559,541,BOX OF VINTAGE JIGSAW BLOCKS ,Merchandise,True,0.060592658308509115
22082,12504.77,7427,1006,957,RIBBON REEL STRIPES DESIGN ,Merchandise,True,0.059823336620707115
15056P,12479.470000000001,2526,348,344,EDWARDIAN PARASOL PINK,Merchandise,True,0.059702300374818246
62018,12456.7,9570,130,127,SOMBRERO ,Merchandise,True,0.05959336775351825
21671,12426.88,9552,739,727,RED SPOT CERAMIC DRAWER KNOB,Merchandise,True,0.059450707640774904
22301,12399.66,5104,666,643,COFFEE MUG CAT + BIRD DESIGN,Merchandise,True,0.05932048603551422
22631,12368.01,6327,686,663,CIRCUS PARADE LUNCH BOX ,Merchandise,True,0.05916907112711963
23174,12342.43,3055,324,322,REGENCY SUGAR BOWL GREEN,Merchandise,True,0.059046695349655696
20969,12300.1,3290,637,613,RED FLORAL FELTCRAFT SHOULDER BAG,Merchandise,True,0.05884418687975545
22192,12274.76,1444,556,543,BLUE DINER WALL CLOCK,Merchandise,True,0.05872295927221299
20975,12255.73,18668,965,902,12 PENCILS SMALL TUBE RED RETROSPOT,Merchandise,True,0.05863191896552266
22729,12253.88,3093,649,612,ALARM CLOCK BAKELIKE ORANGE,Merchandise,True,0.05862306848904462
21124,12242.800000000001,10084,648,629,SET/10 BLUE SPOTTY PARTY CANDLES,Merchandise,True,0.05857006131100317
85042,12234.56,2685,296,292,ANTIQUE LILY FAIRY LIGHTS,Merchandise,True,0.05853064081036584
22791,12211.710000000001,9846,459,434,T-LIGHT GLASS FLUTED ANTIQUE,Merchandise,True,0.05842132546575869
21670,12183.789999999999,8918,782,767,BLUE SPOT CERAMIC DRAWER KNOB,Merchandise,True,0.05828775503156036
21154,12100.22,8396,950,903,RED RETROSPOT OVEN GLOVE ,Merchandise,True,0.0578879526968199
21937,12091.960000000001,4114,669,657,STRAWBERRY   PICNIC BAG,Merchandise,True,0.05784843651535579
22750,12035.22,3214,678,647,FELTCRAFT PRINCESS LOLA DOLL,Merchandise,True,0.05757699000975361
21787,11986.359999999999,15184,485,469,RAIN PONCHO RETROSPOT,Merchandise,True,0.05734324174990654
21242,11979.4,7120,666,657,RED RETROSPOT PLATE ,Merchandise,True,0.05730994482218375
21428,11975.93,2935,477,465,SET3 BOOK BOX GREEN GINGHAM FLOWER ,Merchandise,True,0.05729334419873576
84212,11962.14,24795,279,277,"ASSORTED FLOWER COLOUR ""LEIS""",Merchandise,True,0.057227372268664305
22968,11952.26,1194,331,306,ROSE COTTAGE KEEPSAKE BOX ,Merchandise,True,0.057180105940230236
22243,11949.41,7731,404,388,5 HOOK HANGER RED MAGIC TOADSTOOL,Merchandise,True,0.05716647142241271
84987,11890.9,8150,825,812,SET OF 36 TEATIME PAPER DOILIES,Merchandise,True,0.056886557163639655
21326,11886.68,18224,675,643,AGED GLASS SILVER T-LIGHT HOLDER,Merchandise,True,0.05686636850918705
22637,11882.33,4611,623,598,PIGGY BANK RETROSPOT ,Merchandise,True,0.056845557929360295
22488,11874.22,6951,822,808,NATURAL SLATE RECTANGLE CHALKBOARD,Merchandise,True,0.056806759354097104
22468,11846.630000000001,1777,431,413,BABUSHKA LIGHTS STRING OF 10,Merchandise,True,0.05667476765354081
47567B,11814.990000000002,2187,363,348,TEA TIME KITCHEN APRON,Merchandise,True,0.05652340058555962
22844,11788.72,1247,512,498,VINTAGE CREAM DOG FOOD CONTAINER,Merchandise,True,0.056397723819571435
23300,11785.99,6809,766,758,GARDENERS KNEELING PAD CUP OF TEA ,Merchandise,True,0.05638466338671466
21260,11775.68,3577,551,534,FIRST AID TIN,Merchandise,True,0.0563353399205046
22508,11750.29,2923,719,697,DOORSTOP RETROSPOT HEART,Merchandise,True,0.05621387311089517
21429,11743.529999999999,6568,1044,997,RED GINGHAM ROSE JEWELLERY BOX,Merchandise,True,0.05618153299144027
22649,11698.12,2325,504,486,STRAWBERRY FAIRY CAKE TEAPOT,Merchandise,True,0.05596428967421443
22795,11697.31,1661,528,498,SWEETHEART RECIPE BOOK STAND,Merchandise,True,0.05596041460072944
22151,11692.69,27749,749,716,PLACE SETTING WHITE HEART,Merchandise,True,0.055938312329741044
22988,11673.72,9684,485,446,SOLDIERS EGG CUP ,Merchandise,True,0.05584755906553107
22740,11670.689999999999,13628,314,300,POLKADOT PEN,Merchandise,True,0.055833063420272444
23581,11581.83,5020,345,338,JUMBO BAG PAISLEY PARK,Merchandise,True,0.05540795350684613
37370,11549.06,7478,542,492,RETRO COFFEE MUGS ASSORTED,Merchandise,True,0.055251180472151315
22694,11532.0,5115,913,858,WICKER STAR ,Merchandise,True,0.05516956472689977
22663,11527.83,5791,700,688,JUMBO BAG DOLLY GIRL DESIGN,Merchandise,True,0.05514961527451413
21735,11503.15,887,268,262,TWO DOOR CURIO CABINET,Merchandise,True,0.05503154513425573
22768,11464.16,1195,373,354,FAMILY PHOTO FRAME CORNICE,Merchandise,True,0.054845015362429354
21172,11461.769999999999,7738,994,971,PARTY METAL SIGN ,Merchandise,True,0.054833581503627986
22950,11452.64,8333,356,352,36 DOILIES VINTAGE CHRISTMAS,Merchandise,True,0.054789903206198524
21868,11383.72,9235,908,881,POTTING SHED TEA MUG,Merchandise,True,0.054460187077081466
47599A,11342.28,6043,378,369,PINK PARTY BAGS,Merchandise,True,0.054261936403973365
22620,11325.05,8347,881,841,4 TRADITIONAL SPINNING TOPS,Merchandise,True,0.05417950737169408
21922,11273.970000000001,1449,393,388,UNION STRIPE WITH FRINGE  HAMMOCK,Merchandise,True,0.05393513854007339
72351B,11260.54,5816,514,499,SET/6 PINK  BUTTERFLY T-LIGHTS,Merchandise,True,0.05387088886488415
22417,11250.09,21625,1138,1103,PACK OF 60 SPACEBOY CAKE CASES,Merchandise,True,0.053820895632886556
22130,11244.119999999999,9918,455,424,PARTY CONE CHRISTMAS DECORATION ,Merchandise,True,0.05379233490608985
21833,11208.35,6557,460,444,CAMOUFLAGE LED TORCH,Merchandise,True,0.053621209747376615
22812,11165.68,5049,506,462,PACK 3 BOXES CHRISTMAS PANNETONE,Merchandise,True,0.05341707470342094
23170,11097.25,6857,445,445,REGENCY TEA PLATE ROSES ,Merchandise,True,0.05308970275456022
20828,11062.76,4468,636,607,GLITTER BUTTERFLY CLIPS,Merchandise,True,0.05292470116876151
21907,11022.230000000001,5242,789,771,I'M ON HOLIDAY METAL SIGN,Merchandise,True,0.05273080397327233
21498,10999.92,27126,810,802,RED RETROSPOT WRAP ,Merchandise,True,0.0526240720109885
21749,10997.82,5661,288,286,LARGE RED RETROSPOT WINDMILL,Merchandise,True,0.05261402552417558
22174,10993.4,5423,593,557,PHOTO CUBE,Merchandise,True,0.05259288006145507
22595,10964.1,13008,834,796,GINGHAM HEART DECORATION,Merchandise,True,0.05245270765020828
22904,10955.84,3516,483,463,CALENDAR PAPER CUT DESIGN,Merchandise,True,0.05241319146874415
21558,10945.17,4244,795,768,SKULL LUNCH BOX WITH CUTLERY ,Merchandise,True,0.052362145747651884
21086,10939.75,16887,869,843,SET/6 RED SPOTTY PAPER CUPS,Merchandise,True,0.052336216243591895
22668,10933.51,3593,585,579,PINK BABY BUNTING,Merchandise,True,0.05230636382563353
22274,10926.500000000002,3818,680,656,FELTCRAFT DOLL EMILY,Merchandise,True,0.05227282769584378
22466,10806.519999999999,5876,411,394,FAIRY TALE COTTAGE NIGHTLIGHT,Merchandise,True,0.051698838415932785
22418,10790.32,12730,614,586,10 COLOUR SPACEBOY PEN,Merchandise,True,0.051621336946233186
22064,10737.11,6678,719,693,PINK DOUGHNUT TRINKET POT ,Merchandise,True,0.05136677810655938
21624,10712.55,1783,411,403,VINTAGE UNION JACK DOORSTOP,Merchandise,True,0.05124928205126172
22348,10708.33,12566,988,961,TEA BAG PLATE RED RETROSPOT,Merchandise,True,0.05122909339680911
21974,10656.3,7059,816,808,SET OF 36 PAISLEY FLOWER DOILIES,Merchandise,True,0.05098017972591588
82001S,10646.87,2956,237,230,VINYL RECORD FRAME SILVER,Merchandise,True,0.05093506621608458
21890,10625.75,3538,577,547,S/6 WOODEN SKITTLES IN COTTON BAG,Merchandise,True,0.05083402726299473
22349,10608.039999999999,2585,371,366,DOG BOWL CHASING BALL DESIGN,Merchandise,True,0.05074930189087251
20754,10604.550000000001,5157,881,852,RETROSPOT RED WASHING UP GLOVES,Merchandise,True,0.05073260558659773
22725,10593.95,2580,575,549,ALARM CLOCK BAKELIKE CHOCOLATE,Merchandise,True,0.05068189474839922
22645,10525.49,5826,772,741,CERAMIC HEART FAIRY CAKE MONEY BANK,Merchandise,True,0.05035437927829832
21982,10495.89,32371,756,718,PACK OF 12 SUKI TISSUES ,Merchandise,True,0.05021277165464967
22302,10492.45,4926,399,396,COFFEE MUG PEARS  DESIGN,Merchandise,True,0.05019631455244186
22966,10480.13,8486,778,732,GINGERBREAD MAN COOKIE CUTTER,Merchandise,True,0.050137375163139444
23208,10441.91,6308,677,668,LUNCH BAG VINTAGE LEAF DESIGN,Merchandise,True,0.04995452910314446
22120,10404.22,1026,371,367,WELCOME  WOODEN BLOCK LETTERS,Merchandise,True,0.049774218585059406
22180,10403.21,1004,420,410,RETROSPOT LAMP,Merchandise,True,0.04976938670330654
22748,10396.69,4245,788,742,POPPY'S PLAYHOUSE KITCHEN,Merchandise,True,0.04973819475377312
20682,10388.78,3123,607,589,RED RETROSPOT CHILDRENS UMBRELLA,Merchandise,True,0.04970035298677782
22771,10382.19,7666,533,512,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,Merchandise,True,0.049668826154350636
22992,10373.99,5233,356,348,REVOLVER WOODEN RULER ,Merchandise,True,0.049629597015366886
21892,10346.57,7953,865,818,TRADITIONAL WOODEN CATCH CUP GAME ,Merchandise,True,0.049498418601838304
20979,10343.06,8213,718,709,36 PENCILS TUBE RED RETROSPOT,Merchandise,True,0.049481626616736725
22089,10329.91,3514,564,552,PAPER BUNTING VINTAGE PAISLEY,Merchandise,True,0.04941871647312255
21531,10318.87,4134,793,776,RED RETROSPOT SUGAR JAM BOWL,Merchandise,True,0.04936590065673467
84880,10275.26,1802,383,375,WHITE WIRE EGG HOLDER,Merchandise,True,0.049157268613919884
22380,10274.42,4985,701,688,TOY TIDY SPACEBOY  ,Merchandise,True,0.049153250019194725
21488,10266.230000000001,2443,377,359,RED WHITE SCARF  HOT WATER BOTTLE,Merchandise,True,0.049114068720624376
