StockCode,Description,GrossRevenue,NetRevenue,UnitsSold,SalesLines,Orders,ReturnValue,ReturnedUnits,DescriptionQualityFlag,CommercialValidity,ReturnValueRate,ReturnRisk,CommercialPerformanceScore,StrategicClassification,IsOperationalRecord,IsMissingDescription,HasCommercialActivity,ProductMasterStatus,CommercialPriority,ReturnRiskFlag,IncludeInExecutiveAnalytics,IsNonMerchandise,IsCommercialMerchandise,ExecutiveScope,ScopeReason,RevenueShare,RevenueRank,ExecutiveProductTier
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,34949.56,34566.73,9378,1058,1026,-382.83,109,Commercial Description,Valid,0.011,Low,0.9731,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0017881709821428121,87,Tier 2 - High Value
22384,LUNCHBAG PINK RETROSPOT,34425.810000000005,33990.96,20988,2196,2144,-434.85,285,Commercial Description,Valid,0.0126,Low,0.9844,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0017583858330590435,88,Tier 2 - High Value
22382,LUNCHBAG SPACEBOY DESIGN,34317.59,33930.34,20386,2223,2174,-387.25,253,Commercial Description,Valid,0.0113,Low,0.9839,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0017552499007641026,89,Tier 2 - High Value
21479,WHITE SKULL HOT WATER BOTTLE,34560.68,33883.5,6857,1040,943,-677.1800000000001,196,Commercial Description,Valid,0.0196,Low,0.966,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0017528268214388797,90,Tier 2 - High Value
22666,RECIPE BOX PANTRY YELLOW DESIGN,34421.2,33765.65,10928,1789,1727,-655.5500000000001,237,Commercial Description,Valid,0.019,Low,0.9755,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.001746730324887267,91,Tier 2 - High Value
22726,ALARM CLOCK BAKELIKE GREEN,33666.34,33415.09,7935,1368,1298,-251.25,67,Commercial Description,Valid,0.0075,Low,0.9691,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.001728595510876801,92,Tier 2 - High Value
22630,DOLLY GIRL LUNCH BOX,33923.45,33322.25,18334,1404,1354,-601.2,338,Commercial Description,Valid,0.0177,Low,0.9825,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0017237928062535366,93,Tier 2 - High Value
22188,BLACK HEART CARD HOLDER,33197.05,33177.3,12483,589,570,-19.75,5,Commercial Description,Valid,0.0006,Low,0.9771,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0017162944000154693,94,Tier 2 - High Value
22865,HAND WARMER OWL DESIGN,33394.91,33031.86,15471,1355,1228,-363.05000000000007,173,Commercial Description,Valid,0.0109,Low,0.9802,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0017087706455948789,95,Tier 2 - High Value
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,32942.86,32623.38,8852,986,962,-319.48,92,Commercial Description,Valid,0.0097,Low,0.9713,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0016876395729482705,96,Tier 2 - High Value
15036,ASSORTED COLOURS SILK FAN,33041.55,32397.52,44365,1020,1008,-644.03,929,Commercial Description,Valid,0.0195,Low,0.9864,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0016759556127348867,97,Tier 2 - High Value
22385,JUMBO BAG SPACEBOY DESIGN,32735.2,32009.76,17220,1289,1262,-725.4399999999999,426,Commercial Description,Valid,0.0222,Low,0.9811,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0016558964060920918,98,Tier 2 - High Value
22077,6 RIBBONS RUSTIC CHARM,32142.040000000005,31939.09,17526,1840,1768,-202.95,123,Commercial Description,Valid,0.0063,Low,0.981,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0016522405774005138,99,Tier 2 - High Value
85152,HAND OVER THE CHOCOLATE   SIGN,31976.56,31785.050000000003,16603,1514,1471,-191.51,101,Commercial Description,Valid,0.006,Low,0.9803,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0016442719365111593,100,Tier 2 - High Value
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,31927.13,31707.43,7307,1114,1020,-219.7,60,Commercial Description,Valid,0.0069,Low,0.966,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.001640256577475638,101,Tier 2 - High Value
22622,BOX OF VINTAGE ALPHABET BLOCKS,32144.04,31584.69,3240,608,577,-559.3499999999999,61,Commercial Description,Valid,0.0174,Low,0.9386,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0016339071164086464,102,Tier 2 - High Value
48184,DOOR MAT ENGLISH ROSE,31551.32,31465.25,4770,876,863,-86.07000000000001,11,Commercial Description,Valid,0.0027,Low,0.9525,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.001627728367591297,103,Tier 2 - High Value
85014B,RED/WHITE DOTS RUFFLED UMBRELLA,31088.230000000003,30983.13,6196,929,912,-105.1,18,Commercial Description,Valid,0.0034,Low,0.9611,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0016027878252284327,104,Tier 2 - High Value
22697,GREEN REGENCY TEACUP AND SAUCER,31431.67,30901.27,10077,1467,1414,-530.4000000000002,192,Commercial Description,Valid,0.0169,Low,0.9723,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0015985531268176137,105,Tier 2 - High Value
23245,SET OF 3 REGENCY CAKE TINS,31118.550000000003,30697.050000000003,6345,913,910,-421.4999999999999,90,Commercial Description,Valid,0.0135,Low,0.9619,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0015879886251140044,106,Tier 2 - High Value
22659,LUNCHBOX I LOVE LONDON,31142.57,30561.02,16838,1169,1097,-581.5500000000001,341,Commercial Description,Valid,0.0187,Low,0.9796,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0015809516592598177,107,Tier 2 - High Value
20679,EDWARDIAN PARASOL RED,30649.47,30542.370000000003,6256,747,726,-107.10000000000002,18,Commercial Description,Valid,0.0035,Low,0.9609,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0015799868763944163,108,Tier 2 - High Value
22866,HAND WARMER SCOTTY DOG DESIGN,30323.640000000003,30064.140000000003,13723,1224,1095,-259.50000000000006,135,Commercial Description,Valid,0.0086,Low,0.977,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0015552475675621907,109,Tier 2 - High Value
22158,3 HEARTS HANGING DECORATION RUSTIC,30197.28,29954.43,9341,786,736,-242.85,83,Commercial Description,Valid,0.008,Low,0.9699,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0015495721612263616,110,Tier 2 - High Value
21217,RED SPOTTY ROUND CAKE TINS,30393.48,29879.13,2952,989,958,-514.3499999999999,53,Commercial Description,Valid,0.0169,Low,0.9343,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0015456768180754372,111,Tier 2 - High Value
22501,mailout,30768.59,29581.74,2637,833,811,-1186.85,134,Commercial Description,Valid,0.0386,Low,0.929,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0015302925405235991,112,Tier 2 - High Value
22867,HAND WARMER BIRD DESIGN,29484.320000000007,29312.120000000003,13426,1199,1063,-172.2,82,Commercial Description,Valid,0.0058,Low,0.976,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0015163448324179917,113,Tier 2 - High Value
47590B,PINK HAPPY BIRTHDAY BUNTING,29532.93,29239.88,5768,897,884,-293.05000000000007,57,Commercial Description,Valid,0.0099,Low,0.9575,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0015126077860803716,114,Tier 2 - High Value
23199,JUMBO BAG APPLES,30450.69,29141.44,14908,1007,999,-1309.25,723,Commercial Description,Valid,0.043,Low,0.9771,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0015075153879425627,115,Tier 2 - High Value
22752,SET 7 BABUSHKA NESTING BOXES,30736.75,28958.55,3773,778,719,-1778.2000000000005,226,Commercial Description,Valid,0.0579,Moderate,0.943,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 2 - High Value,Moderate,True,False,True,Included,Included,0.0014980543081434582,116,Tier 2 - High Value
22492,MINI PAINT SET VINTAGE,28999.39,28816.74,45593,761,746,-182.65000000000003,281,Commercial Description,Valid,0.0063,Low,0.9838,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0014907183371974744,117,Tier 2 - High Value
48188,DOOR MAT WELCOME PUPPIES,28775.21,28673.96,4889,714,707,-101.25,13,Commercial Description,Valid,0.0035,Low,0.9516,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0014833321871962925,118,Tier 2 - High Value
82483,WOOD 2 DRAWER CABINET WHITE FINISH,30014.44,28324.64,5072,1259,1208,-1689.8000000000004,284,Commercial Description,Valid,0.0563,Moderate,0.9528,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 2 - High Value,Moderate,True,False,True,Included,Included,0.0014652615196069044,119,Tier 2 - High Value
23355,HOT WATER BOTTLE KEEP CALM,28718.8,28301.2,5816,804,790,-417.6,96,Commercial Description,Valid,0.0145,Low,0.957,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0014640489453245982,120,Tier 2 - High Value
21977,PACK OF 60 PINK PAISLEY CAKE CASES,28413.63,28296.33,56625,2067,2004,-117.3,219,Commercial Description,Valid,0.0041,Low,0.9834,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0014637970154289144,121,Tier 2 - High Value
22467,GUMBALL COAT RACK,28919.800000000003,28254.25,12212,1216,1169,-665.55,294,Commercial Description,Valid,0.023,Low,0.973,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0014616201755910537,122,Tier 2 - High Value
84978,HANGING HEART JAR T-LIGHT HOLDER,28629.82,28212.1,21819,1502,1477,-417.72,361,Commercial Description,Valid,0.0146,Low,0.98,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0014594397145842612,123,Tier 2 - High Value
20719,WOODLAND CHARLOTTE BAG,28249.92,28143.1,24901,1625,1593,-106.82,135,Commercial Description,Valid,0.0038,Low,0.9803,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.001455870276637199,124,Tier 2 - High Value
82583,HOT BATHS METAL SIGN,28324.61,28120.52,13008,1248,1198,-204.09,107,Commercial Description,Valid,0.0072,Low,0.9737,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0014547021910017693,125,Tier 2 - High Value
21930,JUMBO STORAGE BAG SKULLS,27888.86,27877.37,13640,1370,1327,-11.49,6,Commercial Description,Valid,0.0004,Low,0.9746,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0014421238020622302,126,Tier 2 - High Value
22624,IVORY KITCHEN SCALES,28010.17,27795.97,3232,1275,1241,-214.2,26,Commercial Description,Valid,0.0076,Low,0.9352,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0014379128999043918,127,Tier 2 - High Value
22961,JAM MAKING SET PRINTED,28218.24,27773.64,18069,1297,1216,-444.6,344,Commercial Description,Valid,0.0158,Low,0.9777,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0014367577470151469,128,Tier 2 - High Value
72741,GRAND CHOCOLATECANDLE,27820.880000000005,27731.58,20113,965,937,-89.3,62,Commercial Description,Valid,0.0032,Low,0.9785,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0014345819417969812,129,Tier 2 - High Value
20750,RED/WHITE DOT MINI CASES,27523.119999999995,27378.52,3772,946,918,-144.6,20,Commercial Description,Valid,0.0053,Low,0.9411,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0014163178003246653,130,Tier 2 - High Value
84991,60 TEATIME FAIRY CAKE CASES,27321.37,27133.42,54537,2230,2141,-187.95,350,Commercial Description,Valid,0.0069,Low,0.982,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0014036385359648834,131,Tier 2 - High Value
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,27039.82,26953.12,9820,799,773,-86.69999999999999,30,Commercial Description,Valid,0.0032,Low,0.9681,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0013943114394162556,132,Tier 2 - High Value
71459,HANGING JAM JAR T-LIGHT HOLDER,27090.51,26833.23,33457,1061,1053,-257.28000000000003,327,Commercial Description,Valid,0.0095,Low,0.9808,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.001388109411655773,133,Tier 2 - High Value
23201,JUMBO BAG ALPHABET,27850.83,26774.81,13366,925,920,-1076.0199999999998,594,Commercial Description,Valid,0.0386,Low,0.9731,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0013850872875272606,134,Tier 2 - High Value
22835,HOT WATER BOTTLE I AM SO POORLY,28455.98,26711.18,5524,1076,1022,-1744.8,408,Commercial Description,Valid,0.0613,Moderate,0.9536,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 2 - High Value,Moderate,True,False,True,Included,Included,0.0013817956449682523,135,Tier 2 - High Value
22507,MEMO BOARD RETROSPOT  DESIGN,26626.56,26508.46,5694,930,913,-118.1,24,Commercial Description,Valid,0.0044,Low,0.954,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0013713087397417528,136,Tier 2 - High Value
48111,DOOR MAT 3 SMILEY CATS,26483.99,26381.59,4301,748,725,-102.4,16,Commercial Description,Valid,0.0039,Low,0.945,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0013647456297077852,137,Tier 2 - High Value
20971,PINK BLUE FELT CRAFT TRINKET BOX,28966.21,26226.89,22580,1205,1160,-2739.32,2571,Commercial Description,Valid,0.0946,Moderate,0.9782,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 2 - High Value,Moderate,True,False,True,Included,Included,0.001356742846368502,138,Tier 2 - High Value
20711,JUMBO BAG TOYS,26183.0,26112.69,12836,1081,1069,-70.30999999999999,38,Commercial Description,Valid,0.0027,Low,0.9715,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0013508351679111903,139,Tier 2 - High Value
82600,NO SINGING METAL SIGN,26168.76,26084.960000000003,12887,1242,1210,-83.8,43,Commercial Description,Valid,0.0032,Low,0.9716,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 2 - High Value,Low / Not Applicable,True,False,True,Included,Included,0.0013494006677043494,140,Tier 2 - High Value
