StockCode,Description,GrossRevenue,NetRevenue,UnitsSold,SalesLines,Orders,ReturnValue,ReturnedUnits,DescriptionQualityFlag,CommercialValidity,ReturnValueRate,ReturnRisk,CommercialPerformanceScore,StrategicClassification
22625,RED KITCHEN SCALES,23851.23,23552.03,2719,1016,980,-299.2,37,Commercial Description,Valid,0.0125,Low,0.9238,Core Commercial Product
20972,PINK CREAM FELT CRAFT TRINKET BOX,25080.589999999997,23527.2,20704,1456,1407,-1553.3899999999999,1497,Commercial Description,Valid,0.0619,Moderate,0.9744,Monitor Return Risk
23344,JUMBO BAG 50'S CHRISTMAS,23772.070000000003,23285.11,10285,729,723,-486.96000000000004,262,Commercial Description,Valid,0.0205,Low,0.9652,Core Commercial Product
48173C,DOOR MAT BLACK FLOCK,23295.82,23239.89,4099,518,508,-55.93,7,Commercial Description,Valid,0.0024,Low,0.9402,Core Commercial Product
84406B,CREAM CUPID HEARTS COAT HANGER,23816.65,23127.55,7383,903,857,-689.1,226,Commercial Description,Valid,0.0289,Low,0.9577,Core Commercial Product
22554,PLASTERS IN TIN WOODLAND ANIMALS,23276.56,23033.41,13822,1336,1285,-243.14999999999998,159,Commercial Description,Valid,0.0104,Low,0.9697,Core Commercial Product
21314,SMALL GLASS HEART TRINKET POT,25253.85,22950.75,11647,1164,1133,-2303.1,1231,Commercial Description,Valid,0.0912,Moderate,0.9665,Monitor Return Risk
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,23489.420000000002,22943.87,4800,506,505,-545.5500000000001,117,Commercial Description,Valid,0.0232,Low,0.9442,Core Commercial Product
22113,GREY HEART HOT WATER BOTTLE,23031.27,22909.47,6020,1083,1004,-121.8,32,Commercial Description,Valid,0.0053,Low,0.9515,Core Commercial Product
22607,WOODEN ROUNDERS GARDEN SET,23030.049999999996,22896.5,2544,768,757,-133.55,16,Commercial Description,Valid,0.0058,Low,0.9198,Core Commercial Product
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,24081.660000000003,22869.56,3181,713,699,-1212.1,154,Commercial Description,Valid,0.0503,Moderate,0.9288,Monitor Return Risk
21791,VINTAGE HEADS AND TAILS CARD GAME,23926.980000000003,22770.73,18532,1381,1326,-1156.25,1077,Commercial Description,Valid,0.0483,Low,0.9723,Core Commercial Product
20749,ASSORTED COLOUR MINI CASES,22703.159999999996,22601.41,3143,803,776,-101.75000000000001,13,Commercial Description,Valid,0.0045,Low,0.928,Core Commercial Product
21258,VICTORIAN SEWING BOX LARGE,24089.84,22585.539999999997,1687,610,573,-1504.3,134,Commercial Description,Valid,0.0624,Moderate,0.8954,Monitor Return Risk
22556,PLASTERS IN TIN CIRCUS PARADE,22651.230000000003,22454.88,13771,1265,1215,-196.35000000000002,119,Commercial Description,Valid,0.0087,Low,0.9684,Core Commercial Product
21936,RED/WHITE SPOT PICNIC BAG,22818.089999999997,22426.34,7823,1086,1070,-391.75,143,Commercial Description,Valid,0.0172,Low,0.9574,Core Commercial Product
22585,PACK OF 6 BIRDY GIFT TAGS,22847.67,22404.76,18288,1183,1097,-442.90999999999997,394,Commercial Description,Valid,0.0194,Low,0.9714,Core Commercial Product
22632,HAND WARMER RED POLKA DOT,22334.469999999998,22260.870000000003,11166,906,793,-73.6,36,Commercial Description,Valid,0.0033,Low,0.9644,Core Commercial Product
22969,HOMEMADE JAM SCENTED CANDLES,22441.850000000002,22256.05,15075,761,717,-185.79999999999998,140,Commercial Description,Valid,0.0083,Low,0.9687,Core Commercial Product
22941,CHRISTMAS LIGHTS 10 REINDEER,22619.82,21992.52,2707,547,509,-627.3,76,Commercial Description,Valid,0.0277,Low,0.9208,Core Commercial Product
85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,22024.5,21976.9,4660,705,686,-47.6,8,Commercial Description,Valid,0.0022,Low,0.9417,Core Commercial Product
84970S,HANGING HEART ZINC T-LIGHT HOLDER,22057.379999999997,21952.18,26756,1468,1439,-105.19999999999999,125,Commercial Description,Valid,0.0048,Low,0.9731,Core Commercial Product
22499,WOODEN UNION JACK BUNTING,21898.74,21857.09,3595,789,779,-41.650000000000006,7,Commercial Description,Valid,0.0019,Low,0.9325,Core Commercial Product
21210,SET OF 72 RETRO SPOT PAPER  DOILIES,21948.559999999998,21733.61,15243,1197,1172,-214.95,163,Commercial Description,Valid,0.0098,Low,0.9683,Core Commercial Product
21213,PACK OF 72 SKULL CAKE CASES,21661.75,21612.8,40563,1529,1484,-48.949999999999996,89,Commercial Description,Valid,0.0023,Low,0.9746,Core Commercial Product
47566B,TEA TIME PARTY BUNTING,25954.45,21463.95,5831,797,781,-4490.499999999999,1635,Commercial Description,Valid,0.173,High,0.9485,High Return Risk
23202,mailout,21810.43,21367.97,10941,893,886,-442.46000000000004,242,Commercial Description,Valid,0.0203,Low,0.963,Core Commercial Product
22456,NATURAL SLATE CHALKBOARD LARGE,21859.23,21357.73,4457,905,889,-501.5,104,Commercial Description,Valid,0.0229,Low,0.9395,Core Commercial Product
23209,mailout,21418.82,21353.02,13170,1126,1110,-65.8,40,Commercial Description,Valid,0.0031,Low,0.9655,Core Commercial Product
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,21779.199999999997,21047.100000000002,2749,598,567,-732.1000000000003,98,Commercial Description,Valid,0.0336,Low,0.9204,Core Commercial Product
22294,HEART FILIGREE DOVE  SMALL,20962.02,20828.27,16923,925,868,-133.75,107,Commercial Description,Valid,0.0064,Low,0.9687,Core Commercial Product
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",21243.09,20812.35,20226,1651,1615,-430.74,582,Commercial Description,Valid,0.0203,Low,0.9703,Core Commercial Product
21218,RED SPOTTY BISCUIT TIN,21079.56,20791.06,5299,949,924,-288.5,82,Commercial Description,Valid,0.0137,Low,0.9447,Core Commercial Product
48116,DOOR MAT MULTICOLOUR STRIPE,20787.719999999998,20763.57,3459,508,503,-24.15,3,Commercial Description,Valid,0.0012,Low,0.929,Core Commercial Product
23206,LUNCH BAG APPLE DESIGN,20852.579999999998,20755.43,12147,1066,1049,-97.14999999999999,59,Commercial Description,Valid,0.0047,Low,0.9633,Core Commercial Product
22424,ENAMEL BREAD BIN CREAM,21267.71,20697.26,1557,781,767,-570.45,47,Commercial Description,Valid,0.0268,Low,0.888,Core Commercial Product
85150,LADIES & GENTLEMEN METAL SIGN,20650.379999999997,20585.43,8512,1160,1126,-64.95,26,Commercial Description,Valid,0.0031,Low,0.957,Core Commercial Product
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,20612.52,20526.27,8313,1287,1243,-86.24999999999999,34,Commercial Description,Valid,0.0042,Low,0.9563,Core Commercial Product
20723,STRAWBERRY CHARLOTTE BAG,20640.22,20482.44,18441,1431,1402,-157.78,187,Commercial Description,Valid,0.0076,Low,0.9686,Core Commercial Product
37449,CERAMIC CAKE STAND + HANGING CAKES,22672.61,20428.51,2415,567,552,-2244.1000000000004,256,Commercial Description,Valid,0.099,Moderate,0.9126,Monitor Return Risk
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,20499.08,20409.08,17899,354,352,-90.0,72,Commercial Description,Valid,0.0044,Low,0.9679,Core Commercial Product
21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",20484.030000000002,20372.28,3940,844,822,-111.75000000000001,23,Commercial Description,Valid,0.0055,Low,0.9335,Core Commercial Product
22568,FELTCRAFT CUSHION OWL,21022.75,20297.59,5683,931,886,-725.1600000000001,212,Commercial Description,Valid,0.0345,Low,0.9451,Core Commercial Product
22570,FELTCRAFT CUSHION RABBIT,21542.29,20077.96,5795,862,818,-1464.33,431,Commercial Description,Valid,0.068,Moderate,0.9459,Monitor Return Risk
22558,CLOTHES PEGS RETROSPOT PACK 24,20136.649999999998,20005.94,14263,1264,1221,-130.71,91,Commercial Description,Valid,0.0065,Low,0.9648,Core Commercial Product
22617,BAKING SET SPACEBOY DESIGN,21138.14,19985.64,4384,1033,1011,-1152.5000000000002,244,Commercial Description,Valid,0.0545,Moderate,0.9365,Monitor Return Risk
22900,SET 2 TEA TOWELS I LOVE LONDON,20459.510000000002,19906.91,6349,798,736,-552.5999999999999,216,Commercial Description,Valid,0.027,Low,0.9486,Core Commercial Product
22381,TOY TIDY PINK RETROSPOT,19960.07,19897.32,9442,1131,1110,-62.75000000000001,30,Commercial Description,Valid,0.0031,Low,0.9572,Core Commercial Product
21622,VINTAGE UNION JACK CUSHION COVER,20080.49,19862.69,3728,657,645,-217.80000000000004,44,Commercial Description,Valid,0.0108,Low,0.9302,Core Commercial Product
21174,POTTERING IN THE SHED METAL SIGN,19838.71,19830.91,9800,1175,1141,-7.8,4,Commercial Description,Valid,0.0004,Low,0.9577,Core Commercial Product
22569,FELTCRAFT CUSHION BUTTERFLY,20872.46,19701.83,5717,841,790,-1170.63,345,Commercial Description,Valid,0.0561,Moderate,0.9442,Monitor Return Risk
22413,METAL SIGN TAKE IT OR LEAVE IT,19937.79,19597.24,7037,911,888,-340.54999999999995,129,Commercial Description,Valid,0.0171,Low,0.9503,Core Commercial Product
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,19693.32,19594.62,5262,618,597,-98.7,26,Commercial Description,Valid,0.005,Low,0.9418,Core Commercial Product
48129,DOOR MAT TOPIARY,19752.97,19593.82,3145,558,548,-159.15,23,Commercial Description,Valid,0.0081,Low,0.9227,Core Commercial Product
22952,72 CAKE CASES VINTAGE CHRISTMAS,19775.58,19534.38,33719,1232,1151,-241.2,552,Commercial Description,Valid,0.0122,Low,0.97,Core Commercial Product
22633,HAND WARMER UNION JACK,19521.130000000005,19428.730000000003,9498,1004,868,-92.39999999999999,44,Commercial Description,Valid,0.0047,Low,0.9563,Core Commercial Product
21908,CHOCOLATE THIS WAY METAL SIGN,19479.510000000002,19412.31,9839,1008,978,-67.2,32,Commercial Description,Valid,0.0034,Low,0.9569,Core Commercial Product
71053,WHITE METAL LANTERN,19654.86,19406.34,4976,797,746,-248.52,68,Commercial Description,Valid,0.0126,Low,0.9389,Core Commercial Product
22041,"RECORD FRAME 7"" SINGLE SIZE",19371.460000000003,19267.51,7861,582,560,-103.95,42,Commercial Description,Valid,0.0054,Low,0.952,Core Commercial Product
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,25859.050000000003,19244.68,13087,638,617,-6614.370000000001,3159,Commercial Description,Valid,0.2558,High,0.9612,High Return Risk
22555,PLASTERS IN TIN STRONGMAN,19240.02,19174.02,11882,1014,975,-66.0,40,Commercial Description,Valid,0.0034,Low,0.9596,Core Commercial Product
22427,ENAMEL FLOWER JUG CREAM,19463.56,19172.06,3238,846,826,-291.5,50,Commercial Description,Valid,0.015,Low,0.9227,Core Commercial Product
22169,FAMILY ALBUM WHITE PICTURE FRAME,19930.8,19164.95,2323,753,738,-765.8499999999999,96,Commercial Description,Valid,0.0384,Low,0.9065,Core Commercial Product
22561,WOODEN SCHOOL COLOURING SET,19740.54,19128.84,11771,950,916,-611.7,410,Commercial Description,Valid,0.031,Low,0.9592,Core Commercial Product
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,19055.54,19009.75,16065,728,693,-45.79,38,Commercial Description,Valid,0.0024,Low,0.9637,Core Commercial Product
21484,CHICK GREY HOT WATER BOTTLE,18949.6,18750.25,4764,924,869,-199.35000000000002,63,Commercial Description,Valid,0.0105,Low,0.9362,Core Commercial Product
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,19398.11,18728.01,1772,449,439,-670.0999999999999,62,Commercial Description,Valid,0.0345,Low,0.8911,Core Commercial Product
21121,SET/10 RED SPOTTY PARTY CANDLES,18930.579999999998,18718.08,15639,906,883,-212.5,170,Commercial Description,Valid,0.0112,Low,0.9627,Core Commercial Product
84949,SILVER HANGING T-LIGHT HOLDER,19479.36,18664.11,12232,790,759,-815.25,525,Commercial Description,Valid,0.0419,Low,0.959,Core Commercial Product
22837,HOT WATER BOTTLE BABUSHKA,18742.170000000002,18584.52,4008,540,458,-157.65,37,Commercial Description,Valid,0.0084,Low,0.9307,Core Commercial Product
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,18596.55,18454.82,22637,722,688,-141.73,156,Commercial Description,Valid,0.0076,Low,0.9659,Core Commercial Product
21035,SET/2 RED SPOTTY TEA TOWELS,18951.77,18381.120000000003,6079,964,934,-570.65,207,Commercial Description,Valid,0.0301,Low,0.9435,Core Commercial Product
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,18514.2,18283.92,4741,858,837,-230.27999999999997,64,Commercial Description,Valid,0.0124,Low,0.9352,Core Commercial Product
22505,MEMO BOARD COTTAGE DESIGN,18318.08,18224.03,3818,781,756,-94.05000000000001,19,Commercial Description,Valid,0.0051,Low,0.9279,Core Commercial Product
22061,LARGE CAKE STAND  HANGING STRAWBERY,19260.67,18191.82,2185,591,583,-1068.8500000000001,115,Commercial Description,Valid,0.0555,Moderate,0.9016,Monitor Return Risk
22560,TRADITIONAL MODELLING CLAY,18270.55,18079.35,15192,780,746,-191.2,175,Commercial Description,Valid,0.0105,Low,0.9614,Core Commercial Product
21914,BLUE HARMONICA IN BOX,18194.35,18014.35,13308,1016,972,-180.0,144,Commercial Description,Valid,0.0099,Low,0.9594,Core Commercial Product
22847,"BREAD BIN, DINER STYLE, IVORY",18890.089999999997,17942.04,1191,534,520,-948.0500000000002,59,Commercial Description,Valid,0.0502,Moderate,0.8674,Monitor Return Risk
22352,LUNCHBOX WITH CUTLERY RETROSPOT,18067.42,17902.12,7172,1164,1137,-165.3,65,Commercial Description,Valid,0.0091,Low,0.9473,Core Commercial Product
22654,DELUXE SEWING KIT,18135.92,17818.62,2682,654,622,-317.29999999999995,54,Commercial Description,Valid,0.0175,Low,0.9126,Core Commercial Product
22557,PLASTERS IN TIN VINTAGE PAISLEY,17797.96,17665.96,10598,1201,1135,-132.0,80,Commercial Description,Valid,0.0074,Low,0.9552,Core Commercial Product
47591D,PINK FAIRY CAKE CHILD'S APRON,17685.219999999998,17661.82,9513,1177,1146,-23.4,12,Commercial Description,Valid,0.0013,Low,0.9529,Core Commercial Product
20718,RED SPOTTY SHOPPER BAG,17730.0,17658.26,13481,1238,1222,-71.74000000000001,58,Commercial Description,Valid,0.004,Low,0.9589,Core Commercial Product
22297,HEART IVORY TRELLIS SMALL,17926.6,17582.85,13871,1021,975,-343.75,275,Commercial Description,Valid,0.0192,Low,0.9594,Core Commercial Product
21889,WOODEN BOX OF DOMINOES,17612.57,17418.82,13212,1194,1137,-193.75,155,Commercial Description,Valid,0.011,Low,0.9582,Core Commercial Product
84467,ENGLISH ROSE DESIGN QUILTED THROW,17477.660000000003,17397.76,816,90,90,-79.9,2,Commercial Description,Valid,0.0046,Low,0.8447,Core Commercial Product
21156,RED SPOTTY CHILDS APRON,17487.36,17345.01,9391,975,946,-142.35,73,Commercial Description,Valid,0.0081,Low,0.952,Core Commercial Product
21136,PAINTED METAL PEARS ASSORTED,17661.15,17331.78,10606,767,744,-329.36999999999995,225,Commercial Description,Valid,0.0186,Low,0.9544,Core Commercial Product
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,17359.49,17325.29,17561,1111,1084,-34.2,36,Commercial Description,Valid,0.002,Low,0.9613,Core Commercial Product
84992,72 SWEETHEART FAIRY CAKE CASES,17440.21,17264.88,35109,1536,1467,-175.32999999999998,410,Commercial Description,Valid,0.0101,Low,0.9655,Core Commercial Product
22147,FELTCRAFT BUTTERFLY HEARTS,18358.85,17216.05,13129,1226,1146,-1142.8000000000002,904,Commercial Description,Valid,0.0622,Moderate,0.9572,Monitor Return Risk
22366,DOORMAT AIRMAIL,17423.170000000002,17213.2,2561,589,579,-209.97000000000003,29,Commercial Description,Valid,0.0121,Low,0.9093,Core Commercial Product
22652,TRAVEL SEWING KIT,17237.230000000003,17144.83,10146,886,842,-92.40000000000002,56,Commercial Description,Valid,0.0054,Low,0.9529,Core Commercial Product
22776,SWEETHEART CAKESTAND 3 TIER,18074.68,16834.38,1762,763,742,-1240.3,135,Commercial Description,Valid,0.0686,Moderate,0.8873,Monitor Return Risk
23240,SET OF 4 KNICK KNACK TINS DOILEY,17000.17,16793.47,4177,563,553,-206.7,50,Commercial Description,Valid,0.0122,Low,0.9288,Core Commercial Product
21164,HOME SWEET HOME METAL SIGN,16812.300000000003,16747.4,6040,741,726,-64.9,22,Commercial Description,Valid,0.0039,Low,0.9401,Core Commercial Product
22273,FELTCRAFT DOLL MOLLY,20301.52,16729.870000000003,7398,847,819,-3571.65,1467,Commercial Description,Valid,0.1759,High,0.9457,High Return Risk
21535,RETRO SPOT SMALL MILK JUG,16842.1,16603.75,6778,1187,1162,-238.34999999999997,94,Commercial Description,Valid,0.0142,Low,0.9433,Core Commercial Product
35004C,SET OF 3 COLOURED  FLYING DUCKS,17027.23,16591.13,3280,400,388,-436.09999999999997,90,Commercial Description,Valid,0.0256,Low,0.9183,Core Commercial Product
21533,RETRO SPOT LARGE MILK JUG,16814.37,16424.52,3385,1009,989,-389.85,83,Commercial Description,Valid,0.0232,Low,0.9192,Core Commercial Product
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,16569.55,16399.21,1714,510,501,-170.33999999999997,20,Commercial Description,Valid,0.0103,Low,0.8848,Core Commercial Product
22993,SET OF 4 PANTRY JELLY MOULDS,16478.480000000003,16393.48,12649,1099,1082,-85.0,68,Commercial Description,Valid,0.0052,Low,0.9551,Core Commercial Product
84375,SET OF 20 KIDS COOKIE CUTTERS,16463.22,16342.320000000002,7889,843,804,-120.89999999999999,61,Commercial Description,Valid,0.0073,Low,0.9464,Core Commercial Product
22662,LUNCH BAG DOLLY GIRL DESIGN,16368.31,16256.11,10037,1032,1004,-112.20000000000002,68,Commercial Description,Valid,0.0069,Low,0.9511,Core Commercial Product
22296,HEART IVORY TRELLIS LARGE,16260.510000000002,16247.31,9855,876,837,-13.200000000000001,8,Commercial Description,Valid,0.0008,Low,0.9507,Core Commercial Product
22619,SET OF 6 SOLDIER SKITTLES,16212.32,16174.82,4154,748,715,-37.5,10,Commercial Description,Valid,0.0023,Low,0.9272,Core Commercial Product
23301,GARDENERS KNEELING PAD KEEP CALM,16327.349999999999,16158.45,8807,931,924,-168.90000000000003,114,Commercial Description,Valid,0.0103,Low,0.9485,Core Commercial Product
22759,SET OF 3 NOTEBOOKS IN PARCEL,16176.04,16133.14,9523,846,803,-42.900000000000006,26,Commercial Description,Valid,0.0027,Low,0.9495,Core Commercial Product
22367,CHILDS APRON SPACEBOY DESIGN,16060.91,15961.46,8153,1201,1172,-99.45000000000002,51,Commercial Description,Valid,0.0062,Low,0.9464,Core Commercial Product
22193,RED DINER WALL CLOCK,16296.48,15959.88,1931,651,637,-336.59999999999997,41,Commercial Description,Valid,0.0207,Low,0.8903,Core Commercial Product
22487,WHITE WOOD GARDEN PLANT LADDER,16549.4,15913.8,1645,948,937,-635.6000000000001,70,Commercial Description,Valid,0.0384,Low,0.8812,Core Commercial Product
21155,RED SPOTTY PEG BAG,16475.41,15912.720000000001,6726,1014,995,-562.69,263,Commercial Description,Valid,0.0342,Low,0.9414,Core Commercial Product
22690,DOORMAT HOME SWEET HOME BLUE,15922.330000000002,15874.03,2540,452,445,-48.3,6,Commercial Description,Valid,0.003,Low,0.9059,Core Commercial Product
22940,FELTCRAFT CHRISTMAS FAIRY,16009.29,15863.039999999999,3653,646,593,-146.25,45,Commercial Description,Valid,0.0091,Low,0.9211,Core Commercial Product
23313,VINTAGE CHRISTMAS BUNTING,15798.659999999998,15734.31,2990,410,403,-64.35,13,Commercial Description,Valid,0.0041,Low,0.9131,Core Commercial Product
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,15729.83,15726.08,3855,723,686,-3.75,1,Commercial Description,Valid,0.0002,Low,0.9227,Core Commercial Product
21891,TRADITIONAL WOODEN SKIPPING ROPE,15713.0,15591.18,12249,904,853,-121.82,96,Commercial Description,Valid,0.0078,Low,0.9527,Core Commercial Product
22365,DOORMAT RESPECTABLE HOUSE,15503.93,15481.28,2355,461,449,-22.65,3,Commercial Description,Valid,0.0015,Low,0.9005,Core Commercial Product
84378,SET OF 3 HEART COOKIE CUTTERS,15567.380000000001,15436.32,11761,1302,1257,-131.06,105,Commercial Description,Valid,0.0084,Low,0.9519,Core Commercial Product
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,15760.83,15426.609999999999,17684,1187,1100,-334.21999999999997,470,Commercial Description,Valid,0.0212,Low,0.9573,Core Commercial Product
21844,RETRO SPOT MUG,15518.32,15377.12,5430,531,519,-141.20000000000002,48,Commercial Description,Valid,0.0091,Low,0.9339,Core Commercial Product
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,15768.949999999999,15369.230000000001,5137,1046,1011,-399.71999999999997,146,Commercial Description,Valid,0.0253,Low,0.9317,Core Commercial Product
